45.0	9.0	-7.61
45.0	9.0	23.9
45.0	9.0	21.87
45.0	9.0	35.17
45.0	9.0	-6.44
45.0	9.0	1.25
45.0	9.0	-2.79
45.0	9.0	35.41
45.0	9.0	9.02
45.0	9.0	-1.01
45.0	9.0	8.42
45.0	9.0	-4.26
45.0	9.0	15.73
45.0	9.0	24.15
45.0	9.0	24.87
45.0	9.0	-0.24
45.0	9.0	16.41
45.0	9.0	28.23
45.0	9.0	-0.14
45.0	9.0	21.27
45.0	9.0	36.34
45.0	9.0	9.45
45.0	9.0	-7.28
45.0	9.0	17.52
45.0	9.0	31.85
45.0	9.0	8.69
45.0	9.0	38.44
45.0	9.0	5.52
45.0	9.0	17.93
45.0	9.0	15.38
45.0	9.0	-0.69
45.0	9.0	15.42
45.0	9.0	39.72
45.0	9.0	9.77
45.0	9.0	9.94
45.0	9.0	16.6
45.0	9.0	12.61
45.0	9.0	39.85
45.0	9.0	21.07
45.0	9.0	15.18
45.0	9.0	20.01
45.0	9.0	12.68
45.0	9.0	21.41
45.0	9.0	34.78
45.0	9.0	28.78
45.0	9.0	22.66
45.0	9.0	35.14
45.0	9.0	-6.83
45.0	9.0	25.38
45.0	9.0	7.95
45.0	9.0	32.34
45.0	9.0	5.91
45.0	9.0	30.98
45.0	9.0	0.35
45.0	9.0	12.57
45.0	9.0	22.32
45.0	9.0	19.73
45.0	9.0	14.75
45.0	9.0	12.96
45.0	9.0	8.47
45.0	9.0	-6.23
45.0	9.0	18.06
45.0	9.0	36.03
45.0	9.0	5.96
45.0	9.0	0.18
45.0	9.0	-9.65
45.0	9.0	22.49
45.0	9.0	-1.98
45.0	9.0	11.15
45.0	9.0	-0.35
45.0	9.0	13.14
45.0	9.0	34.43
45.0	9.0	37.46
45.0	9.0	6.08
45.0	9.0	17.01
45.0	9.0	3.5
45.0	9.0	27.67
45.0	9.0	38.65
45.0	9.0	29.88
45.0	9.0	32.99
45.0	9.0	37.83
45.0	9.0	18.53
45.0	9.0	1.2
45.0	9.0	21.57
45.0	9.0	37.27
45.0	9.0	10.88
45.0	9.0	4.61
45.0	9.0	29.18
45.0	9.0	18.8
45.0	9.0	28.79
45.0	9.0	10.33
45.0	9.0	38.36
45.0	9.0	25.53
45.0	9.0	20.99
45.0	9.0	-4.05
45.0	9.0	35.47
45.0	9.0	6.11
45.0	9.0	38.25
